anime_id,url,poster,title,overview,score,anime_studio,producer,genres
9348,https://aniwaves.ru/watch/wu-dong-qian-kun-73397,https://static.aniwaves.ru/resources/thumbnails/200x280/100/72a21220b95bdfa87721b27686c0b324.jpg,Wu Dong Qian Kun,"The Great Yan Empire exists in a world where respect can only be earned through strength. Within this Great Yan Empire, the four great clans have always stood above the rest. Among them, a particular incident in the Lin Clan resulted in the banishment of a certain individual who went on to start his own family, in hopes of one day being recognized again by the Lin Clan, and rejoining them…Hailing from a banished family of the Great Lin Clan, when Lin Dong was very young, he watched, powerless, as his talented father was easily crushed and crippled by the overwhelming genius of the great Lin Clan, Lin Langtian.With a despairing father, a heartbroken grandfather, and a suffering family, ever since that fateful day, Lin Dong has been driven by a deep purpose; to take revenge on the man who had taken everything and more from his family.Armed with nothing but willpower and determination, join Lin Dong as he unknowingly discovers a destiny greater than he could ever hope to imagine when he stumbles upon a mysterious stone talisman…(Source: Novel Updates)",7.0,['Motion Magic'],"['Tencent Penguin Pictures', 'China Literature Limited', 'Bytehoo']","['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
9349,https://aniwaves.ru/watch/wu-geng-ji-73398,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6c99c631c3b33a04e33c7421b700f9ba.jpg,Wu Geng Ji,"A messenger of the Heavens has arrived in Zhao Ge, which has been ruled by the Shang dynasty for generations. The current emperor, Zi Zhou, refuses to bow his head before the gods, and declares to the messenger that he will no longer accept the tyranny of the Heavens. The gods do not take this kindly; and soon, the emperor of a neighboring land, Wu Jifa, leads a crusade against the rebelling Shang.During the battle, the Shang forces are vastly overwhelmed, and just when the capital is inches away from being taken, Zhou joins the fight. Although he breaks through the enemy ranks and makes his way toward Jifa, out of nowhere a god falls from the sky, landing right before him, prepared to personally deal with the troublemaker.",7.0,['Sparkly Key Animation Studio'],['Tencent Penguin Pictures'],"['Action', 'Fantasy', 'Supernatural', 'Historical', 'Martial Arts']"
9350,https://aniwaves.ru/watch/world-witches-hasshin-shimasu-73399,https://static.aniwaves.ru/resources/thumbnails/200x280/100/9fdbda5e7954cbd714946ba0f2b236f4.jpg,World Witches Take Off!,"Countries all over the world formed an alliance to counter the emerging enemy of mankind 'Neuroi,' whom only girls with special powers could counter. However, the Neuroi never appeared. Instead of fighting, the witches spend their days idly. This time following not only unit 501, but also unit 502 known as 'Brave Witches!' The 2nd volume of the comical daily drama of the witches who do not fight Neuroi begins!(Source: MAL News)",6.0,['Acca effe'],"['Nippon Columbia', 'Glovision']","['Comedy', 'CGDCT', 'Military']"
9351,https://aniwaves.ru/watch/world-trigger-73400,https://static.aniwaves.ru/resources/thumbnails/200x280/100/0b730939cf6a97e634556953d2a94ef1.jpg,World Trigger,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as 'Neighbors,' malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called 'Triggers.' Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet.Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise.",8.0,['Toei Animation'],['TV Asahi'],"['Action', 'Sci-Fi', 'Shounen']"
9352,https://aniwaves.ru/watch/wooser-no-sono-higurashi-73404,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5469c7d240ff04406f79b2e03fff6d32.jpg,Wooser's Hand-to-Mouth Life,"Lovely, but with a dark heart. The hand-to-mouth life of a strange yellow and black creature named 'Wooser'. Lovely but with a dark heart, the new hero (?) from the depths of the internet is appearing on TV and Nico Nico Video! 'My favorite things are meat and money and girls,' he says, but what are his cute, round eyes staring at? (* Probably meat, money, or girls) The strange hand-to-mouth life of this strange creature is now being animated by Sanzigen, famous for their 3D CG animations! Do note that the dot in the middle is supposedly a mouth, not a nose.(Source: Crunchyroll)",6.0,['SANZIGEN'],"['TV Tokyo', 'Good Smile Company']","['Comedy', 'Fantasy', 'Slice of Life']"
9353,https://aniwaves.ru/watch/wotaku-ni-koi-wa-muzukashii-73394,https://static.aniwaves.ru/resources/thumbnails/200x280/100/9af89037b5103e78c7615b716c8261fe.jpg,Wotakoi: Love is Hard for Otaku,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to herself that none of her coworkers will find out about her dark secret: that she is an otaku and a fujoshi. Her plan goes instantly awry, though, when she runs into Hirotaka Nifuji, an old friend from middle school. Although she tries to keep her secret by inviting him out for drinks after work, her cover is blown when he casually asks her whether or not she will be attending the upcoming Summer Comiket. Luckily for her, the only witnesses—Hanako Koyanagi and Tarou Kabakura—are otaku as well.            Later that night, the pair go out for drinks so that they can catch up after all the years apart. After Narumi complains about her previous boyfriend breaking up with her because he refused to date a fujoshi, Hirotaka suggests that she try dating a fellow otaku, specifically himself. He makes a solemn promise to always be there for her, to support her, and to help her farm for rare drops in Monster Hunter. Blown away by the proposal, Narumi agrees immediately. Thus the two otaku start dating, and their adorably awkward romance begins.",8.0,['A-1 Pictures'],"['Aniplex', 'Dentsu', 'Fuji TV', 'Half H.P Studio', 'Ichijinsha', 'Kanetsu Investment', 'Christmas Holly']","['Comedy', 'Romance', 'Adult Cast', 'Otaku Culture', 'Workplace']"
9354,https://aniwaves.ru/watch/wu-dong-qian-kun-2nd-season-73395,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5bfc1d2e94bc18d359e18f5358a4c544.jpg,Martial Universe 2nd Season,Second season of Wu Dong Qian Kun.,8.0,['Motion Magic'],"['Tencent Penguin Pictures', 'China Literature Limited']","['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'Martial Arts']"
9355,https://aniwaves.ru/watch/wu-geng-ji-4th-season-part-2-73396,https://static.aniwaves.ru/resources/thumbnails/200x280/100/c0591e8639913dd95c70e6dcfeb6f5a8.jpg,Wu Geng Ji 4th Season Part 2,Second part of Wu Geng Ji 4th season.,7.0,['Sparkly Key Animation Studio'],['Tencent Penguin Pictures'],"['Action', 'Fantasy', 'Supernatural', 'Historical', 'Martial Arts']"
9356,https://aniwaves.ru/watch/wu-dong-qian-kun-3rd-season-73393,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f0bbdb78500147c540546cd7a54cb273.jpg,Martial Universe 3rd Season,Lin Dong continues his journey to find the ancient relic and make himself stronger so that his family can enter the main one. He also becomes stronger so that Ling Qingzhu approves him and they can get together.,8.0,['DC Impression Vision'],"['Tencent Penguin Pictures', 'China Literature Limited']","['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
9357,https://aniwaves.ru/watch/world-trigger-3rd-season-73391,https://static.aniwaves.ru/resources/thumbnails/200x280/100/fc75192c9bc645724d78bde15d1fd345.jpg,World Trigger 3rd Season,"At the Border Defense Agency's headquarters, the B-Rank Wars are underway as each team fights intensely to secure a spot in the upcoming Away Mission. Though Osamu Mikumo and the rest of Tamakoma-2 have pulled through thus far, the final rounds will require them to push far beyond the limits of their current abilities. Taking in a talented new member, the squad begins to train and develop new strategies, but, amid these efforts, the team is shaken by a heated dispute—one that could jeopardize their ticket to the Neighbor's dimension.",8.0,['Toei Animation'],['TV Asahi'],"['Action', 'Sci-Fi', 'Shounen']"
9358,https://aniwaves.ru/watch/sengoku-kitan-youtouden-movie-73392,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4f7b884f2445ef08da9bbc77b028722c.jpg,Wrath of the Ninja,"The year a comet races across the sky, splitting the heavens, from the depths of the Earth the dark god shall arise once again. Then, the dark evil lurking in the shadows shall come out of the depths of Hell and show itself in the present world. The emotions of the blade of the wind shall collect at the source of the blue light. And the three blades shall become one, vanquishing evil.The year is 1580, and the unholy armies of Lord Nobunaga Oda steadily spread across Japan. Narrowly escaping the slaughter of her clan, a young ninja steals into the shadows. She is Ayame, the last of the Kasumi clan, and the dagger she wields is one of three, mystical blades. She is joined by Sakon and Ryoma, renegade ninja and the possessors of the sacred sword and spear. Now, these shadow warriors must unite their weapons and skills to fulfill `The Prophesy of the Enchanted Swords` or die trying..(Source: AniDB)",6.0,['Unknown_Studio'],['NA'],"['Action', 'Martial Arts', 'Samurai']"
9359,https://aniwaves.ru/watch/wu-dong-qian-kun-4th-season-73387,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b5b415cc1bbc6e16815318343ebda192.jpg,Martial Universe 4th Season,No overview available.,8.0,['Unknown_Studio'],['NA'],"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
9360,https://aniwaves.ru/watch/wotaku-ni-koi-wa-muzukashii-ova-73389,https://static.aniwaves.ru/resources/thumbnails/200x280/100/aa22965404879a9045474ba3e990842d.jpg,Wotakoi: Love is Hard for Otaku OVA,"Tarou Kabakura, a third-year high school student and captain of the boys' volleyball team, is constantly being harassed by his underclassman Hanako Koyanagi, who is in charge of the girls' team. Koyanagi insists that since the girls have a match coming up, Kabakura should give up the courts to let them practice. When he refuses, she pulls out photographic evidence exposing his secret hobby.With the danger of his entire team finding out about his otaku interests looming over him, Kabakura agrees to hand over the volleyball courts to Koyanagi, giving her some private coaching as well. As the two grow closer, they begin to forge an everlasting bond.Third OVA—covering the 'employee trip' chapter(s) from the sixth tankouban volume—will be bundled with the special edition of the 11th and final volume of the manga which ships on October 14, 2021.(Source: MAL News, edited)",8.0,['A-1 Pictures'],"['Aniplex', 'Half H.P Studio', 'Fujipacific Music']","['Romance', 'Adult Cast', 'Otaku Culture', 'Workplace']"
9361,https://aniwaves.ru/watch/wu-shuang-shu-73388,https://static.aniwaves.ru/resources/thumbnails/200x280/100/d1a2344c424fd6d998294b6fa848ace8.jpg,Heroine,No overview available.,,['Infinity Animations'],['Tencent Penguin Pictures'],['Action']
9362,https://aniwaves.ru/watch/wu-shan-wu-xing-xichuan-huan-zi-lin-73382,https://static.aniwaves.ru/resources/thumbnails/200x280/100/dc12c863c843d80b1d99c437ddfa289e.jpg,Fog Hill of Five Elements,Second season of Wu Shan Wu Xing.,8.0,['Samsara Animation Studio'],"['bilibili', 'Nice Boat Animation']","['Action', 'Fantasy', 'Supernatural', 'Historical', 'Martial Arts']"
9363,https://aniwaves.ru/watch/wu-nao-monu-2nd-season-73383,https://static.aniwaves.ru/resources/thumbnails/200x280/100/05f200e52ae2f1bc627ced5f0b7e1f0c.jpg,Agate 2,"The suddenly awakening ghost power leads to a conflict between Alois and the five ghosts that have been lingering in Agate's house. It turns out that these ghosts were all Agate's friends before death. The two sides have a negotiation at Agate's family graveyard. Alois wants all ghosts to go to the Hell Valley for reincarnation, but all ghosts want to find out the cause of Agate's suffering. In order not to hurt Agate any more, all ghosts decide to leave. They share their memories with Alois before leaving, hoping that he could find some clues. After seeing the memories of a woman called A Zhu, another child called Lv collapses, and Alois feels very weak and also the urgency.(Source: Bilibili Youtube)",7.0,['Unknown_Studio'],['NA'],"['Drama', 'Fantasy']"
9364,https://aniwaves.ru/watch/wu-ying-sanqian-dao-2nd-season-73384,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6f33d1234c3d2338d032648a47d2533d.jpg,Three Thousand Roads 2nd Season,No overview available.,7.0,['Unknown_Studio'],['NA'],"['Action', 'Adventure', 'Fantasy']"
9365,https://aniwaves.ru/watch/wuxian-shaonu-48-73385,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b51f9543566b635ac133f3e056f26809.jpg,Wuxian Shaonu 48,"The story takes place in 2047. We follow the story of several young girls, each coming from different dimensions. All of them want to join the new project group 48.(Source: Nautiljon)",6.0,['Seven Stone Entertainment'],['Tencent Penguin Pictures'],"['Fantasy', 'Idols (Female)', 'Music']"
9366,https://aniwaves.ru/watch/wu-liuqi-jiyi-suipian-73379,https://static.aniwaves.ru/resources/thumbnails/200x280/100/07d0429413183bd326536eb49836d1d6.jpg,Scissor Seven: Fragments of Memory,No overview available.,8.0,['Unknown_Studio'],['NA'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural']"
